Student_Unique_ID,Age,Gender,Home_Location,Family_Income,Attendance_Rate,Study_Hours,Past_Failures,Previous_Score,Exam_Score,Internet_Access,Sleep_Hours,Motivation_Level,Peer_Influence,Smoking_Habits,Alcohol_Use,Sports_Participation,Cultural_Activities,Club_Membership,Leadership_Role,Volunteer_Hours,Competitions_Attended,Awards_Received,Creative_Projects,Performance_Label,Region,Class,Section,Parental_Education_Level,Parental_Occupation,Study_Environment,Access_to_Tutoring,Mental_Health_Status,Nutrition_Quality,Transport_Mode,Device_Availability
S8_E_D_0009,14,Male,Rural,Medium,78.01,5.2,2,58.92,72.31,Yes,5.5,Medium,Neutral,Yes,No,Yes,Yes,No,Yes,14,3,3,2,High,East,8th,D,,Farmer,Noisy,No,Anxious,Average,Walk,Yes
S9_S_B_0007,14,Female,Suburban,Low,97.43,4.6,2,63.35,48.24,No,6.0,Low,Positive,No,Yes,Yes,No,Yes,Yes,19,4,1,0,Medium,South,9th,B,,Farmer,Shared,No,Stressed,Average,Cycle,No
S11_W_C_0010,16,Female,Rural,Medium,87.25,1.5,3,83.96,86.63,Yes,8.3,High,Negative,No,No,No,No,No,No,6,2,4,2,Medium,West,11th,C,High School,Farmer,Shared,No,Stressed,Poor,Cycle,Yes
S11_E_D_0010,17,Male,Urban,Low,77.87,3.6,2,88.18,53.8,Yes,4.3,High,Negative,Yes,Yes,No,Yes,Yes,No,16,9,0,3,High,East,11th,D,Master,Teacher,Quiet,No,Anxious,Good,Car,Yes
S10_E_D_0006,16,Female,Urban,Medium,82.02,1.2,1,84.88,81.68,Yes,6.2,Low,Positive,No,No,Yes,Yes,Yes,Yes,10,3,3,4,Low,East,10th,D,Bachelor,Teacher,Shared,Yes,Anxious,Average,Cycle,No
S11_S_D_0008,16,Female,Rural,Low,82.2,2.8,3,41.66,58.94,No,8.6,High,Negative,No,No,No,Yes,Yes,No,2,0,1,3,High,South,11th,D,High School,Unemployed,Noisy,Yes,Stable,Poor,Walk,No
S9_W_A_0008,15,Male,Urban,High,85.76,2.8,3,67.95,52.63,Yes,7.0,Medium,Neutral,Yes,Yes,Yes,No,No,Yes,1,6,1,0,High,West,9th,A,Master,Teacher,Shared,No,Anxious,Poor,Car,Yes
S10_S_A_0009,15,Male,Rural,High,88.05,3.7,3,59.54,93.42,Yes,8.0,Low,Positive,Yes,Yes,Yes,Yes,Yes,Yes,17,9,0,4,Medium,South,10th,A,Bachelor,Farmer,Shared,Yes,Stable,Poor,Bus,No
S9_N_A_0015,14,Male,Urban,High,77.26,5.8,3,89.42,85.15,No,8.9,High,Neutral,No,Yes,Yes,Yes,No,No,4,7,2,3,Medium,North,9th,A,Master,Unemployed,Noisy,Yes,Stable,Good,Car,Yes
S10_N_A_0017,15,Male,Urban,Low,97.6,2.3,1,54.91,41.35,Yes,6.2,Low,Positive,No,No,No,Yes,Yes,No,4,8,3,3,Low,North,10th,A,Bachelor,Farmer,Quiet,Yes,Stable,Poor,Car,No
S6_S_D_0009,12,Female,Urban,High,85.17,4.8,1,56.21,52.16,Yes,6.3,High,Positive,No,Yes,Yes,Yes,No,Yes,9,6,2,0,Low,South,6th,D,,Teacher,Shared,No,Stable,Average,Cycle,Yes
S8_E_A_0014,14,Female,Rural,Medium,91.78,3.2,0,51.11,89.77,No,8.5,Medium,Positive,No,Yes,Yes,No,No,No,2,6,0,2,High,East,8th,A,Bachelor,Farmer,Noisy,No,Stressed,Average,Cycle,Yes
S7_W_B_0008,13,Female,Suburban,Medium,94.21,3.7,0,70.07,53.49,No,8.8,High,Neutral,Yes,No,Yes,Yes,Yes,Yes,4,0,1,4,Medium,West,7th,B,Bachelor,Unemployed,Noisy,Yes,Anxious,Good,Cycle,Yes
S6_S_A_0011,11,Female,Suburban,Low,76.32,3.6,1,92.53,68.98,No,4.5,Low,Negative,Yes,Yes,Yes,Yes,Yes,Yes,13,2,1,0,Medium,South,6th,A,Master,Engineer,Noisy,No,Stressed,Poor,Cycle,No
S7_S_D_0009,13,Female,Urban,Medium,97.91,3.6,1,79.35,75.07,Yes,6.3,Medium,Positive,Yes,No,No,No,Yes,No,3,1,3,4,Medium,South,7th,D,High School,Teacher,Noisy,Yes,Stressed,Average,Bus,Yes
S6_E_C_0017,12,Male,Urban,Low,90.38,2.7,1,70.97,69.79,No,4.9,High,Positive,No,No,Yes,Yes,No,Yes,7,0,0,1,Medium,East,6th,C,High School,Unemployed,Quiet,Yes,Stable,Good,Bus,Yes
S8_N_B_0005,13,Male,Rural,High,77.65,5.4,3,80.21,57.97,No,7.1,Medium,Negative,No,Yes,No,No,Yes,Yes,5,1,2,0,Medium,North,8th,B,Master,Engineer,Shared,Yes,Anxious,Average,Car,No
S11_N_C_0005,16,Male,Urban,Medium,96.65,4.4,1,75.63,74.08,No,5.8,Low,Negative,No,No,Yes,No,No,Yes,13,3,1,0,Medium,North,11th,C,,Engineer,Quiet,Yes,Anxious,Average,Walk,Yes
S8_E_D_0010,13,Male,Suburban,Low,82.99,5.4,2,56.39,76.29,Yes,6.4,High,Neutral,Yes,No,Yes,No,No,Yes,0,0,4,4,Low,East,8th,D,,Unemployed,Shared,Yes,Stressed,Average,Car,No
S7_E_B_0006,12,Female,Urban,Low,92.87,2.2,2,72.17,59.47,Yes,6.1,High,Positive,Yes,No,Yes,Yes,No,No,6,9,0,4,High,East,7th,B,High School,Teacher,Quiet,No,Anxious,Good,Cycle,No
S7_N_D_0011,13,Male,Rural,Medium,90.79,1.9,2,67.72,94.81,Yes,4.5,Low,Positive,No,Yes,Yes,No,No,No,8,0,3,2,Low,North,7th,D,Master,Teacher,Noisy,No,Anxious,Good,Walk,Yes
S8_N_D_0010,14,Female,Urban,High,78.31,2.7,3,43.06,53.2,Yes,7.1,High,Negative,No,No,No,Yes,No,No,13,8,1,1,Low,North,8th,D,Bachelor,Engineer,Noisy,No,Anxious,Poor,Walk,Yes
S12_N_A_0008,17,Female,Suburban,Medium,86.71,3.3,2,82.19,97.67,Yes,8.7,Medium,Negative,Yes,No,Yes,No,No,No,16,1,4,4,Low,North,12th,A,Master,Engineer,Shared,Yes,Anxious,Average,Cycle,Yes
S6_E_D_0007,12,Male,Suburban,Low,94.07,2.0,0,97.09,85.62,Yes,8.6,High,Negative,Yes,No,Yes,Yes,No,No,13,4,0,3,Medium,East,6th,D,Master,Engineer,Shared,No,Anxious,Average,Walk,Yes
S12_E_C_0008,17,Female,Rural,Medium,81.79,2.3,1,82.63,74.08,No,6.0,High,Neutral,No,Yes,No,No,No,No,17,2,1,0,Low,East,12th,C,Bachelor,Farmer,Shared,No,Stable,Average,Car,Yes
S6_N_A_0005,12,Male,Urban,High,79.42,2.8,3,51.97,95.65,Yes,4.5,High,Positive,No,Yes,Yes,No,Yes,No,12,0,2,0,Low,North,6th,A,,Unemployed,Quiet,Yes,Stressed,Good,Walk,Yes
S8_S_A_0012,14,Male,Urban,High,84.53,2.7,2,60.69,77.21,Yes,5.2,Medium,Negative,No,No,No,Yes,No,Yes,18,6,1,3,High,South,8th,A,Bachelor,Engineer,Quiet,Yes,Anxious,Average,Car,Yes
S11_S_B_0008,16,Female,Rural,Medium,95.33,5.2,2,43.49,61.4,No,7.8,High,Neutral,No,No,No,Yes,No,Yes,2,4,1,1,Low,South,11th,B,High School,Farmer,Quiet,No,Stressed,Average,Cycle,Yes
S8_S_C_0011,13,Male,Suburban,High,79.21,3.0,3,43.55,96.78,Yes,8.4,High,Negative,No,Yes,Yes,Yes,Yes,No,5,1,0,2,High,South,8th,C,Bachelor,Unemployed,Shared,No,Stressed,Good,Walk,Yes
S6_N_A_0006,12,Male,Rural,Medium,76.12,1.5,2,57.53,57.58,No,8.1,High,Neutral,Yes,No,Yes,No,Yes,Yes,14,6,0,4,Low,North,6th,A,,Engineer,Noisy,No,Anxious,Good,Car,No
S7_W_B_0009,13,Male,Rural,Medium,76.9,3.1,2,96.88,69.59,No,4.3,High,Neutral,No,Yes,No,Yes,No,Yes,2,3,3,2,High,West,7th,B,,Unemployed,Shared,No,Stressed,Poor,Walk,No
S6_N_B_0006,12,Female,Urban,Low,95.34,1.6,3,95.6,56.48,Yes,8.0,Low,Negative,No,No,No,No,Yes,Yes,5,6,4,0,Low,North,6th,B,High School,Engineer,Quiet,No,Stable,Good,Car,No
S8_E_C_0010,14,Male,Rural,Low,75.82,4.8,2,88.54,48.11,No,6.4,High,Neutral,No,No,Yes,No,No,No,17,5,2,4,High,East,8th,C,Master,Engineer,Noisy,Yes,Stressed,Average,Walk,No
S11_E_B_0007,16,Female,Urban,Low,76.47,3.1,0,93.73,64.33,Yes,6.0,High,Positive,No,No,Yes,No,Yes,No,1,9,0,3,High,East,11th,B,,Engineer,Noisy,Yes,Anxious,Average,Walk,No
S12_W_B_0012,17,Male,Rural,Medium,92.89,5.0,2,66.87,70.58,Yes,5.5,Low,Positive,Yes,Yes,Yes,Yes,No,Yes,4,8,1,4,Medium,West,12th,B,High School,Teacher,Quiet,No,Stable,Good,Walk,Yes
S10_W_D_0007,16,Female,Rural,Medium,77.36,2.4,1,94.05,87.73,No,6.9,High,Neutral,No,Yes,Yes,No,Yes,Yes,11,2,4,0,High,West,10th,D,Bachelor,Teacher,Quiet,No,Stressed,Good,Bus,No
S7_S_D_0010,13,Male,Rural,High,92.96,2.9,2,91.81,62.93,No,6.9,Medium,Neutral,Yes,No,Yes,No,Yes,Yes,0,5,2,2,Low,South,7th,D,Master,Teacher,Shared,Yes,Stable,Average,Car,Yes
S7_W_D_0006,13,Male,Suburban,Medium,76.22,2.7,1,76.13,90.37,Yes,6.8,Low,Negative,Yes,Yes,Yes,No,No,No,0,1,4,4,High,West,7th,D,High School,Teacher,Shared,No,Stable,Good,Walk,Yes
S6_E_B_0007,12,Female,Urban,Medium,99.55,4.2,1,51.2,56.55,Yes,7.1,Medium,Positive,Yes,No,Yes,Yes,Yes,No,16,3,0,1,Medium,East,6th,B,,Unemployed,Noisy,No,Anxious,Good,Cycle,No
S7_S_C_0011,13,Female,Urban,Low,90.27,5.0,0,92.9,44.62,No,7.8,Medium,Neutral,Yes,No,No,Yes,No,No,3,7,3,0,Low,South,7th,C,Master,Engineer,Quiet,Yes,Anxious,Poor,Walk,Yes
S7_E_C_0009,13,Female,Suburban,Low,81.48,3.3,1,58.73,98.38,No,9.0,High,Positive,No,No,Yes,Yes,No,Yes,14,5,0,1,High,East,7th,C,,Teacher,Quiet,Yes,Stable,Poor,Cycle,No
S9_N_B_0005,14,Male,Suburban,Low,96.23,1.8,2,74.9,96.63,No,8.7,Low,Negative,Yes,Yes,Yes,Yes,Yes,Yes,4,6,4,1,Low,North,9th,B,,Unemployed,Quiet,No,Stressed,Average,Car,Yes
S10_E_C_0010,15,Male,Urban,Low,75.02,3.0,1,85.55,63.05,No,9.0,High,Negative,No,Yes,Yes,Yes,No,Yes,11,7,2,3,Low,East,10th,C,Master,Teacher,Noisy,No,Stable,Average,Cycle,Yes
S8_W_D_0010,13,Male,Suburban,Medium,76.05,5.3,0,66.25,73.98,Yes,5.7,High,Negative,Yes,Yes,Yes,Yes,No,Yes,14,9,2,1,High,West,8th,D,High School,Teacher,Noisy,Yes,Anxious,Average,Bus,No
S10_W_C_0013,16,Male,Urban,Low,79.34,4.3,2,61.09,43.99,No,4.1,Medium,Positive,Yes,Yes,Yes,No,Yes,No,8,0,4,0,Low,West,10th,C,High School,Unemployed,Quiet,Yes,Anxious,Average,Bus,Yes
S7_S_A_0009,13,Male,Rural,Low,85.42,5.7,0,72.3,76.23,Yes,5.0,Medium,Positive,No,No,No,No,No,Yes,14,9,1,4,Medium,South,7th,A,Bachelor,Farmer,Quiet,Yes,Anxious,Average,Cycle,Yes
S12_N_A_0009,17,Female,Rural,High,79.86,2.9,1,76.11,56.27,No,4.8,Low,Neutral,No,Yes,No,No,Yes,Yes,17,0,3,2,Low,North,12th,A,,Teacher,Quiet,No,Anxious,Average,Walk,Yes
S12_S_A_0014,17,Male,Suburban,Low,78.58,2.6,0,47.59,62.23,Yes,7.4,Medium,Negative,No,No,No,Yes,Yes,No,6,3,3,1,Medium,South,12th,A,Bachelor,Teacher,Quiet,No,Stable,Good,Bus,No
S8_S_D_0007,13,Female,Rural,High,93.41,5.6,1,92.31,67.74,Yes,7.3,High,Neutral,Yes,No,Yes,Yes,No,No,1,5,0,2,Medium,South,8th,D,High School,Teacher,Noisy,No,Stable,Average,Cycle,No
S7_N_D_0012,12,Male,Urban,Low,87.19,2.0,2,54.75,93.99,No,6.6,Medium,Neutral,No,Yes,Yes,No,Yes,Yes,3,8,3,3,Low,North,7th,D,Bachelor,Engineer,Noisy,Yes,Anxious,Good,Bus,Yes
S6_W_C_0006,12,Female,Rural,Low,81.42,4.4,1,54.89,41.03,No,8.8,High,Positive,No,Yes,No,Yes,Yes,Yes,0,8,1,4,Low,West,6th,C,Bachelor,Engineer,Shared,Yes,Stable,Average,Walk,Yes
S7_S_C_0012,13,Female,Suburban,High,99.19,4.7,0,69.3,70.76,No,5.6,High,Neutral,Yes,No,No,No,No,Yes,8,1,4,3,Medium,South,7th,C,Master,Unemployed,Shared,No,Stressed,Poor,Car,No
S11_E_A_0009,16,Female,Urban,Medium,85.68,4.1,1,90.69,51.87,No,6.7,Medium,Negative,No,No,No,No,No,No,3,3,1,0,Low,East,11th,A,Bachelor,Teacher,Shared,No,Stable,Good,Walk,No
S7_E_A_0015,12,Female,Urban,High,94.36,2.3,3,68.0,82.73,Yes,7.6,High,Negative,No,Yes,No,Yes,Yes,No,13,0,2,0,High,East,7th,A,Master,Unemployed,Quiet,No,Anxious,Average,Cycle,No
S10_W_A_0009,16,Female,Rural,High,78.32,4.5,0,98.88,62.8,No,5.2,Medium,Negative,No,No,No,No,No,Yes,5,9,0,3,Low,West,10th,A,Bachelor,Engineer,Noisy,No,Stressed,Average,Walk,No
S6_W_D_0011,12,Female,Suburban,Low,81.24,4.4,1,74.66,52.11,No,8.9,Low,Positive,No,Yes,Yes,Yes,Yes,Yes,13,9,1,0,Low,West,6th,D,,Farmer,Noisy,No,Stressed,Good,Cycle,No
S9_S_A_0007,15,Male,Suburban,High,99.26,2.7,1,85.94,58.04,No,5.4,Low,Positive,Yes,Yes,No,Yes,Yes,No,9,7,3,0,Medium,South,9th,A,Bachelor,Teacher,Noisy,No,Stable,Poor,Cycle,No
S9_N_D_0012,14,Female,Urban,Low,88.51,2.1,0,53.23,96.84,Yes,5.3,Medium,Negative,Yes,No,No,No,No,Yes,19,2,1,3,Low,North,9th,D,Bachelor,Engineer,Noisy,No,Stressed,Poor,Car,No
S8_S_D_0008,14,Male,Suburban,Medium,81.76,5.8,0,64.96,56.52,Yes,4.3,High,Negative,Yes,No,Yes,Yes,No,No,11,6,0,3,Low,South,8th,D,Bachelor,Farmer,Noisy,Yes,Stable,Poor,Walk,Yes
S6_E_A_0005,12,Female,Suburban,High,99.54,1.9,3,84.23,76.61,No,8.7,Low,Positive,No,Yes,No,Yes,Yes,No,13,1,3,1,Low,East,6th,A,High School,Engineer,Shared,Yes,Stressed,Poor,Car,No
S6_E_B_0008,12,Male,Rural,Medium,87.54,5.8,3,42.0,48.72,Yes,7.9,Medium,Neutral,No,No,No,No,No,No,10,9,0,4,High,East,6th,B,Bachelor,Engineer,Quiet,No,Stressed,Good,Cycle,No
S9_W_B_0007,14,Male,Suburban,Low,82.35,3.0,3,93.56,92.17,No,4.4,Medium,Positive,Yes,No,No,No,Yes,No,7,4,2,1,Medium,West,9th,B,Master,Teacher,Shared,No,Anxious,Good,Cycle,No
S8_N_A_0009,14,Female,Urban,Low,85.8,3.0,0,49.96,49.28,No,6.0,Medium,Negative,Yes,Yes,Yes,No,Yes,Yes,14,4,4,0,Medium,North,8th,A,Bachelor,Farmer,Quiet,Yes,Anxious,Average,Walk,Yes
S12_W_B_0013,17,Male,Urban,Medium,81.19,5.5,2,50.61,75.51,No,4.2,Medium,Positive,Yes,No,No,No,Yes,Yes,6,6,0,1,Medium,West,12th,B,Bachelor,Teacher,Shared,No,Anxious,Average,Bus,Yes
S7_S_B_0004,12,Male,Rural,High,99.39,2.6,3,42.54,74.86,Yes,6.6,Low,Negative,Yes,Yes,Yes,Yes,Yes,No,9,3,4,1,High,South,7th,B,,Teacher,Quiet,Yes,Anxious,Average,Cycle,No
S8_N_C_0007,14,Male,Urban,Medium,76.55,5.8,1,47.84,99.86,Yes,4.9,Low,Neutral,Yes,Yes,Yes,No,Yes,No,13,8,4,0,Medium,North,8th,C,Bachelor,Unemployed,Shared,No,Anxious,Poor,Walk,Yes
S12_S_B_0010,17,Male,Urban,Medium,83.19,3.5,3,57.77,66.22,No,4.0,Medium,Negative,No,No,Yes,No,Yes,No,4,2,1,0,Low,South,12th,B,Bachelor,Engineer,Quiet,No,Anxious,Poor,Car,Yes
S9_N_B_0006,14,Male,Rural,Low,94.6,5.6,3,95.23,74.61,Yes,6.1,Medium,Negative,Yes,Yes,No,Yes,Yes,Yes,16,2,1,2,High,North,9th,B,,Farmer,Shared,No,Stable,Poor,Bus,Yes
S7_E_C_0010,13,Female,Suburban,Low,97.34,3.0,0,73.26,72.1,Yes,4.4,High,Negative,No,Yes,Yes,Yes,Yes,No,17,1,1,4,Medium,East,7th,C,,Unemployed,Shared,Yes,Stable,Good,Walk,Yes
S10_N_A_0018,16,Male,Suburban,Low,85.91,1.4,3,93.27,98.92,Yes,8.8,Medium,Negative,No,No,No,Yes,No,Yes,18,6,3,2,Low,North,10th,A,High School,Farmer,Shared,No,Stressed,Average,Walk,Yes
S7_S_C_0013,12,Female,Urban,Low,87.04,5.6,1,42.58,41.64,Yes,5.2,High,Neutral,Yes,Yes,Yes,No,No,Yes,17,4,0,0,High,South,7th,C,Master,Unemployed,Noisy,Yes,Stable,Good,Cycle,No
S6_E_D_0008,12,Male,Urban,Low,88.91,5.8,0,55.71,95.35,No,7.7,High,Neutral,No,Yes,Yes,No,No,Yes,4,7,0,4,High,East,6th,D,High School,Engineer,Noisy,Yes,Stressed,Good,Walk,Yes
S8_W_B_0009,13,Female,Rural,Medium,85.0,3.0,1,41.09,55.5,No,8.9,High,Neutral,No,No,Yes,No,Yes,No,5,3,2,0,Medium,West,8th,B,High School,Unemployed,Noisy,Yes,Stable,Poor,Walk,No
S6_S_B_0010,12,Female,Urban,Low,90.78,1.9,3,72.3,83.35,Yes,6.2,High,Positive,Yes,Yes,Yes,No,No,Yes,9,1,1,0,Medium,South,6th,B,Bachelor,Teacher,Noisy,No,Stressed,Poor,Cycle,No
S7_S_A_0010,13,Female,Rural,Medium,99.12,1.1,2,59.46,57.02,No,8.4,Medium,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,17,6,3,4,Medium,South,7th,A,Master,Teacher,Shared,Yes,Anxious,Good,Bus,Yes
S12_S_B_0011,17,Male,Rural,Medium,80.2,1.2,3,75.35,67.9,No,5.8,Low,Neutral,No,No,No,Yes,Yes,No,18,1,0,4,Low,South,12th,B,,Unemployed,Noisy,No,Anxious,Good,Cycle,Yes
S11_E_A_0010,16,Female,Rural,Medium,77.68,4.1,0,68.03,41.43,No,8.6,High,Negative,No,No,Yes,No,No,Yes,4,2,1,1,Low,East,11th,A,High School,Unemployed,Shared,No,Anxious,Average,Car,No
S9_E_B_0015,15,Female,Suburban,Low,81.32,1.1,1,62.42,88.58,No,5.9,Low,Neutral,No,Yes,Yes,Yes,No,Yes,17,3,4,1,High,East,9th,B,Bachelor,Unemployed,Shared,No,Stable,Poor,Walk,No
S12_N_C_0012,17,Female,Suburban,Medium,92.66,1.7,0,86.41,87.95,No,4.7,Low,Negative,No,No,No,No,Yes,No,16,7,2,2,Low,North,12th,C,Bachelor,Unemployed,Noisy,Yes,Stressed,Average,Car,No
S12_W_D_0009,17,Male,Urban,High,87.95,1.2,1,43.59,97.76,No,6.4,Low,Neutral,No,No,Yes,Yes,Yes,No,12,9,0,0,Low,West,12th,D,,Unemployed,Quiet,No,Anxious,Good,Bus,No
S8_W_A_0009,14,Male,Urban,Low,98.59,5.3,0,97.87,47.81,Yes,5.7,Low,Negative,No,Yes,No,No,Yes,No,1,9,4,2,Low,West,8th,A,Bachelor,Teacher,Quiet,No,Anxious,Good,Car,No
S11_S_A_0008,16,Female,Urban,Medium,75.84,5.2,2,93.54,41.41,No,5.8,Low,Positive,Yes,Yes,Yes,No,No,Yes,9,5,4,0,Medium,South,11th,A,Bachelor,Farmer,Shared,No,Stable,Average,Bus,Yes
S10_W_B_0009,15,Female,Urban,High,90.42,2.2,3,86.75,58.29,No,4.6,Low,Negative,Yes,Yes,Yes,No,Yes,No,14,3,2,1,Low,West,10th,B,Master,Teacher,Quiet,Yes,Anxious,Average,Walk,Yes
S12_S_D_0007,17,Female,Urban,Medium,93.99,3.4,1,42.86,99.6,Yes,4.9,Low,Negative,No,No,Yes,No,No,Yes,13,7,4,1,High,South,12th,D,High School,Unemployed,Quiet,Yes,Stressed,Average,Cycle,No
S7_W_B_0010,13,Female,Rural,Low,83.3,5.6,0,80.18,58.68,No,7.1,Low,Neutral,Yes,No,Yes,No,Yes,No,1,5,1,1,Medium,West,7th,B,Master,Farmer,Shared,Yes,Stressed,Average,Car,Yes
S7_N_C_0004,12,Female,Urban,High,95.53,1.0,2,84.66,47.09,No,4.5,Low,Positive,No,Yes,Yes,No,Yes,Yes,5,9,0,3,Medium,North,7th,C,Bachelor,Teacher,Noisy,Yes,Stable,Poor,Car,Yes
S6_N_D_0008,12,Female,Suburban,Medium,86.22,4.1,2,83.47,80.52,Yes,5.6,High,Positive,No,Yes,Yes,Yes,No,Yes,2,0,3,4,Medium,North,6th,D,High School,Unemployed,Quiet,No,Stressed,Good,Walk,Yes
S6_W_A_0009,12,Male,Urban,High,77.24,5.1,2,61.91,51.18,Yes,7.8,High,Negative,No,Yes,Yes,No,Yes,Yes,18,4,3,4,High,West,6th,A,Bachelor,Unemployed,Quiet,Yes,Anxious,Poor,Bus,No
S7_S_C_0014,12,Female,Suburban,Low,94.03,4.1,1,88.5,77.58,No,6.6,Medium,Positive,No,No,No,Yes,Yes,No,18,1,3,2,High,South,7th,C,High School,Engineer,Shared,Yes,Stressed,Good,Bus,Yes
S12_E_D_0012,17,Male,Suburban,Low,90.87,2.3,3,66.85,98.34,Yes,8.8,Low,Negative,No,Yes,No,Yes,No,Yes,4,7,4,1,Low,East,12th,D,Master,Farmer,Shared,No,Stressed,Average,Walk,No
S6_S_D_0010,11,Male,Urban,Low,77.59,2.3,1,50.13,88.96,Yes,6.6,High,Negative,Yes,No,No,No,Yes,Yes,9,3,3,2,Medium,South,6th,D,,Engineer,Quiet,No,Stable,Average,Car,No
S10_S_C_0011,16,Male,Urban,Medium,97.03,2.2,3,89.87,99.52,Yes,4.4,Low,Neutral,Yes,Yes,Yes,Yes,Yes,No,15,6,3,1,High,South,10th,C,,Farmer,Noisy,No,Anxious,Poor,Cycle,Yes
S10_E_A_0009,16,Male,Rural,Low,80.69,5.0,1,75.71,86.26,Yes,8.1,Low,Negative,Yes,Yes,No,No,No,Yes,16,0,3,0,High,East,10th,A,High School,Teacher,Shared,No,Stressed,Good,Cycle,No
S6_S_C_0012,12,Female,Rural,Medium,81.37,5.6,2,41.94,89.58,Yes,6.8,Medium,Negative,Yes,Yes,Yes,No,Yes,Yes,8,3,2,2,Low,South,6th,C,High School,Teacher,Shared,Yes,Stressed,Good,Walk,No
S12_W_B_0014,17,Female,Rural,Medium,76.83,4.4,0,68.41,99.92,Yes,5.6,Medium,Negative,Yes,Yes,No,No,Yes,No,16,9,0,3,High,West,12th,B,Bachelor,Unemployed,Noisy,Yes,Anxious,Good,Cycle,Yes
S8_S_B_0006,13,Male,Rural,Low,79.96,3.8,0,43.12,61.24,No,8.2,Low,Positive,No,No,No,No,Yes,No,7,4,1,2,Low,South,8th,B,Master,Engineer,Shared,No,Stressed,Average,Bus,No
S10_E_D_0007,16,Female,Rural,Medium,75.5,1.1,0,53.25,80.64,Yes,4.1,Low,Positive,No,Yes,No,No,No,No,5,5,2,3,High,East,10th,D,,Farmer,Shared,Yes,Anxious,Good,Bus,Yes
S8_S_D_0009,14,Male,Rural,Medium,75.86,1.8,0,71.54,57.2,Yes,8.1,High,Negative,Yes,Yes,Yes,No,No,Yes,18,8,0,0,High,South,8th,D,High School,Farmer,Quiet,No,Anxious,Average,Car,Yes
S12_E_B_0009,17,Male,Suburban,Medium,96.54,3.2,2,65.55,91.11,Yes,4.3,Medium,Negative,No,No,No,No,Yes,Yes,3,3,4,1,High,East,12th,B,High School,Unemployed,Noisy,Yes,Anxious,Poor,Walk,Yes
S6_S_B_0011,12,Female,Rural,Medium,82.68,4.8,3,52.44,88.52,Yes,5.3,Low,Negative,Yes,No,No,Yes,No,No,18,0,3,4,Low,South,6th,B,Bachelor,Farmer,Shared,No,Anxious,Average,Car,Yes
S7_E_B_0007,13,Male,Suburban,High,92.42,4.2,0,72.13,92.46,No,5.8,High,Neutral,Yes,Yes,No,Yes,Yes,No,14,0,4,1,Medium,East,7th,B,,Farmer,Noisy,No,Stressed,Poor,Car,Yes
S9_S_D_0003,15,Male,Rural,High,99.34,3.8,0,80.89,51.65,No,8.4,Medium,Negative,Yes,Yes,No,Yes,No,Yes,8,8,4,3,Medium,South,9th,D,Bachelor,Farmer,Quiet,Yes,Stressed,Good,Cycle,No
S8_W_B_0010,13,Female,Rural,Low,89.03,2.7,1,82.68,77.38,No,8.4,High,Negative,No,Yes,Yes,No,No,No,1,8,1,3,Medium,West,8th,B,Bachelor,Teacher,Shared,Yes,Anxious,Poor,Bus,No
S6_W_D_0012,12,Female,Urban,High,87.02,3.5,2,52.52,76.08,No,6.9,Medium,Negative,Yes,No,No,No,No,No,19,3,3,1,Low,West,6th,D,High School,Engineer,Quiet,No,Anxious,Good,Cycle,Yes
S7_N_D_0013,13,Female,Suburban,Low,79.58,4.0,2,85.52,50.32,Yes,4.7,Medium,Positive,Yes,Yes,Yes,Yes,No,Yes,17,3,2,0,Medium,North,7th,D,High School,Farmer,Quiet,No,Stressed,Good,Bus,No
S7_N_D_0014,13,Female,Rural,Medium,93.18,5.8,2,86.01,83.19,No,6.4,Low,Negative,No,Yes,No,No,No,Yes,5,9,4,3,Medium,North,7th,D,High School,Unemployed,Quiet,Yes,Stable,Poor,Bus,Yes
S8_W_C_0008,14,Male,Rural,Medium,84.12,1.5,3,52.64,73.92,No,5.8,High,Positive,Yes,No,Yes,Yes,No,No,7,6,1,3,Medium,West,8th,C,Master,Engineer,Noisy,Yes,Stressed,Good,Bus,Yes
S6_N_B_0007,12,Female,Rural,Low,97.27,2.9,1,92.57,91.16,Yes,5.5,Medium,Positive,No,No,No,Yes,Yes,No,5,4,4,4,Medium,North,6th,B,,Teacher,Quiet,No,Stable,Average,Cycle,Yes
S7_E_C_0011,12,Male,Rural,Low,81.34,4.2,2,91.44,47.05,Yes,6.0,Medium,Neutral,Yes,No,No,Yes,Yes,Yes,17,9,3,3,Medium,East,7th,C,Master,Teacher,Noisy,Yes,Anxious,Good,Car,Yes
S12_N_D_0007,17,Female,Suburban,Low,98.11,5.9,3,67.79,47.92,Yes,4.9,Medium,Neutral,No,Yes,Yes,Yes,Yes,No,13,5,1,3,High,North,12th,D,Master,Teacher,Noisy,Yes,Stressed,Poor,Bus,No
S11_S_B_0009,16,Male,Rural,Low,89.34,4.1,1,93.13,74.76,No,5.7,Low,Positive,No,Yes,Yes,No,No,No,1,4,2,1,High,South,11th,B,High School,Teacher,Quiet,No,Anxious,Average,Bus,No
S8_W_C_0009,13,Female,Rural,Medium,95.74,2.2,1,47.83,89.89,Yes,8.2,High,Negative,No,Yes,No,Yes,Yes,Yes,6,8,2,1,Low,West,8th,C,Bachelor,Farmer,Shared,Yes,Stressed,Average,Cycle,No
